EMPRESA;ClaveCtaCtte;SAP- Rep Deudores.ClaveSap;FECHA;DEBE;HABER;SALDO
144 ASOCIACION MUTUAL SANCOR116190;20240117-3645530,31;20240117-3645530,31;miércoles, 17 de enero de 2024;3645530,313;0;498842,328
144 ASOCIACION MUTUAL SANCOR116190;20240117-113195,08;20240117-113195,08;miércoles, 17 de enero de 2024;113195,08;0;612037,408
144 ASOCIACION MUTUAL SANCOR116190;20240117-47498,87;20240117-47498,87;miércoles, 17 de enero de 2024;47498,872;0;659536,28
58 O.S. PORTUARIOS ARGENTINOS;20240117-22746,71;20240117-22746,71;miércoles, 17 de enero de 2024;22746,709;0;662234,32
25 O.S DEL PODER JUDICIAL (0375);20240117-486508,44;20240117-486508,44;miércoles, 17 de enero de 2024;486508,437;0;154722,757
25 O.S DEL PODER JUDICIAL (0375);20240117-5294,37;20240117-5294,37;miércoles, 17 de enero de 2024;5294,37;0;160017,127
540 O.S. CAMIONEROS;20240117-2847,6;20240117-2847,6;miércoles, 17 de enero de 2024;2847,6;0;162864,727
31 O.S. F.A.T.L.Y.F. (LUZ  Y FUERZA);20240117-119939,49;20240117-119939,49;miércoles, 17 de enero de 2024;119939,493;0;698258,684
31 O.S. F.A.T.L.Y.F. (LUZ  Y FUERZA);20240117-581,55;20240117-581,55;miércoles, 17 de enero de 2024;581,552;0;665238,222
1 O.S. P.SANIDAD ARGENTINA;20240117-273378,19;20240117-273378,19;miércoles, 17 de enero de 2024;273378,19;0;971636,874
133 O.S. P.E.D.Y C.;20240117-496584,75;20240117-496584,75;miércoles, 17 de enero de 2024;496584,752;0;47137,022
62 RED ARGENTINA DE SALUD CONSORCIO DE COOP;20240117-4427,28;20240117-4427,28;miércoles, 17 de enero de 2024;4427,28;0;639487,611
172 PREVENCIÓN SALUD S.A.;20240117-1235;20240117-1235;miércoles, 17 de enero de 2024;1235;0;972871,874
24 O.S. DEL P.LNDUSTRIA DEL  PLÁSTICO;20240117-1235;20240117-1235;miércoles, 17 de enero de 2024;1235;0;735545,822
172 PREVENCIÓN SALUD S.A.;20240117-1139256,71;20240117-1139256,71;miércoles, 17 de enero de 2024;1139256,714;0;112128,588
172 PREVENCIÓN SALUD S.A.;20240117-8840;20240117-8840;miércoles, 17 de enero de 2024;8840;0;120968,588
45 O.S. P.F. (PERSONAL DE FARMACIA);20240117-8353,71;20240117-8353,71;miércoles, 17 de enero de 2024;8353,713;0;635060,331
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-2606,69;20240117-2606,69;miércoles, 17 de enero de 2024;2606,693;0;123575,281
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-103595,48;20240117-103595,48;miércoles, 17 de enero de 2024;103595,478;0;227170,759
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-16376,75;20240117-16376,75;miércoles, 17 de enero de 2024;16376,746;0;243547,505
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-19314,800;20240117-19314,800;miércoles, 17 de enero de 2024;19314,805;0;262862,31
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-236999,55;20240117-236999,55;miércoles, 17 de enero de 2024;236999,551;0;499861,861
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-45914,43;20240117-45914,43;miércoles, 17 de enero de 2024;45914,435;0;545776,296
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-1560;20240117-1560;miércoles, 17 de enero de 2024;1560;0;547336,296
103 CLINICA DEL VALLE SALUD S.R.L.;20240117-3215,97;20240117-3215,97;miércoles, 17 de enero de 2024;3215,974;0;550552,27
39 O.S. S.E.G - OBRA SOCIAL DE SEGUROS;20240116-34028,81;20240116-34028,81;martes, 16 de enero de 2024;34028,811;0;596796,043
153 O.S. PERSONAL INDUSTRIA DE LA MADERA;20240116-96191,82;20240116-96191,82;martes, 16 de enero de 2024;96191,815;0;304308,962
153 O.S. PERSONAL INDUSTRIA DE LA MADERA;20240116-30160;20240116-30160;martes, 16 de enero de 2024;30160;0;501155,118
29 CONFERENCIA EPISCOPAL ARGENTINA -ASOC.;20240116-2470;20240116-2470;martes, 16 de enero de 2024;2470;0;553118,758
49 PAMI - I.N.S.S.J.P.-USH;20240116-155472,64;20240116-155472,64;martes, 16 de enero de 2024;155472,645;0;525018,346
48 HOSPITAL ALEMAN;20240116-16186,84;20240116-16186,84;martes, 16 de enero de 2024;16186,84;0;569305,598
156 D.A.S.U.TE.N.;20240116-16148,07;20240116-16148,07;martes, 16 de enero de 2024;16148,067;0;841939,981
139 O.S. D.E.P.Y M.;20240116-68457,79;20240116-68457,79;martes, 16 de enero de 2024;68457,792;0;301881,99
144 ASOCIACION MUTUAL SANCOR116190;20240116-2407146,81;20240116-2407146,81;martes, 16 de enero de 2024;2407146,815;0;79786,882
13 O.S. M.A.T.A.;20240116-885909,72;20240116-885909,72;martes, 16 de enero de 2024;885909,721;0;363306,989
13 O.S. M.A.T.A.;20240116-2700;20240116-2700;martes, 16 de enero de 2024;2700;0;366006,989
13 O.S. M.A.T.A.;20240116-3538,71;20240116-3538,71;martes, 16 de enero de 2024;3538,712;0;369545,701
23 AVALIAN SALUD Y BIENESTAR COOPERATIVA LT;20240116-10733,31;20240116-10733,31;martes, 16 de enero de 2024;10733,31;0;852673,291
23 AVALIAN SALUD Y BIENESTAR COOPERATIVA LT;20240116-638,72;20240116-638,72;martes, 16 de enero de 2024;638,724;0;853312,015
8 O.S. PE. CON.  (CONSTRUCCION);20240116-965469,79;20240116-965469,79;martes, 16 de enero de 2024;965469,786;0;605125,749
8 O.S. PE. CON.  (CONSTRUCCION);20240116-1235;20240116-1235;martes, 16 de enero de 2024;1235;0;560060,694
57 SWISS MEDICAL S.A.;20240116-3434902,48;20240116-3434902,48;martes, 16 de enero de 2024;3434902,482;0;66614,805
57 SWISS MEDICAL S.A.;20240116-104251,39;20240116-104251,39;martes, 16 de enero de 2024;104251,385;0;303640,313
57 SWISS MEDICAL S.A.;20240116-12971,42;20240116-12971,42;martes, 16 de enero de 2024;12971,42;0;316611,733
151 O.S. C.T.C.P. - (UTA);20240116-76323,49;20240116-76323,49;martes, 16 de enero de 2024;76323,488;0;397955,478
151 O.S. C.T.C.P. - (UTA);20240116-1183230,68;20240116-1183230,68;martes, 16 de enero de 2024;1183230,68;0;477397,268
114 O.S. PE - OBRA SOCIAL PETROLEROS;20240116-3380;20240116-3380;martes, 16 de enero de 2024;3380;0;608505,749
43 MEDIFE ASOCIACION CIVIL;20240116-135552,71;20240116-135552,71;martes, 16 de enero de 2024;135552,712;0;221984,198
122 JERARQUICOS SALUD (3265);20240116-171532,19;20240116-171532,19;martes, 16 de enero de 2024;171532,189;0;558825,694
7 O.S. SERVICIOS SOCIALES BANCARIOS;20240116-228995,87;20240116-228995,87;martes, 16 de enero de 2024;228995,871;0;825791,914
3 I.O.S.F.A.;20240116-154171,17;20240116-154171,17;martes, 16 de enero de 2024;154171,173;0;559459,256
3 I.O.S.F.A.;20240116-2061362,97;20240116-2061362,97;martes, 16 de enero de 2024;2061362,966;0;620822,222
22 O.S. D.E.;20240115-2072545,39;20240115-2072545,39;lunes, 15 de enero de 2024;2072545,389;0;973699,425
22 O.S. D.E.;20240115-262873,64;20240115-262873,64;lunes, 15 de enero de 2024;262873,639;0;236573,064
22 O.S. D.E.;20240115-482629,42;20240115-482629,42;lunes, 15 de enero de 2024;482629,423;0;719202,487
89 PROVINCIA ART;20240115-316636,46;20240115-316636,46;lunes, 15 de enero de 2024;316636,46;0;152703,627
89 PROVINCIA ART;20240115-68912,36;20240115-68912,36;lunes, 15 de enero de 2024;68912,357;0;221615,984
94 LA SEGUNDA ART S.A.;20240115-293035,84;20240115-293035,84;lunes, 15 de enero de 2024;293035,84;0;12238,327
3 I.O.S.F.A.;20240115-5225;20240115-5225;lunes, 15 de enero de 2024;5225;0;407931,502
3 I.O.S.F.A.;20240115-329134,51;20240115-329134,51;lunes, 15 de enero de 2024;329134,508;0;737066,01
3 I.O.S.F.A.;20240115-259407,43;20240115-259407,43;lunes, 15 de enero de 2024;259407,431;0;996473,441
3 I.O.S.F.A.;20240115-1934877,51;20240115-1934877,51;lunes, 15 de enero de 2024;1934877,507;0;931350,948
3 I.O.S.F.A.;20240115-7899,08;20240115-7899,08;lunes, 15 de enero de 2024;7899,079;0;939250,027
113 SWISS MEDICAL ART S.A.;20240115-876937,86;20240115-876937,86;lunes, 15 de enero de 2024;876937,855;0;836067,167
399 BANCO T.D.F.;20240111-5207,38;20240111-5207,38;jueves, 11 de enero de 2024;5207,383;0;320477,413
511 SANATORIUM S.A.;20240111-3791,76;20240111-3791,76;jueves, 11 de enero de 2024;3791,763;0;324269,176
418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;20240111-3791,76;20240111-3791,76;jueves, 11 de enero de 2024;3791,763;0;328060,939
418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;20240111-5237,75;20240111-5237,75;jueves, 11 de enero de 2024;5237,753;0;333298,692
418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;20240111-24000;20240111-24000;jueves, 11 de enero de 2024;24000;0;357298,692
376 NEW SAN SA;20240111-11843,24;20240111-11843,24;jueves, 11 de enero de 2024;11843,236;0;307087,992
376 NEW SAN SA;20240111-8182,04;20240111-8182,04;jueves, 11 de enero de 2024;8182,038;0;315270,03
7 O.S. SERVICIOS SOCIALES BANCARIOS;20240111-148126,08;20240111-148126,08;jueves, 11 de enero de 2024;148126,079;0;505424,771
511 SANATORIUM S.A.;20240111-3791,76;20240111-3791,76;jueves, 11 de enero de 2024;3791,763;0;324269,176
418 IMPORTADORA COMERCIAL FUEGUINA S.R.L.;20240111-3791,76;20240111-3791,76;jueves, 11 de enero de 2024;3791,763;0;328060,939
74 O.S. E.F.;20240111-18576380,73;20240111-18576380,73;jueves, 11 de enero de 2024;18576380,73;0;396387,169
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240111-4302,48;20240111-4302,48;jueves, 11 de enero de 2024;4302,48;0;295244,756
74 O.S. E.F.;20240110-22625548,68;20240110-22625548,68;miércoles, 10 de enero de 2024;22625548,68;0;557164,489
74 O.S. E.F.;20240110-22625548,68;20240110-22625548,68;miércoles, 10 de enero de 2024;22625548,68;0;181936,492
22 O.S. D.E.;20240109-7657,79;20240109-7657,79;martes, 9 de enero de 2024;7657,789;0;255329,163
22 O.S. D.E.;20240109-557,81;20240109-557,81;martes, 9 de enero de 2024;557,812;0;255886,975
22 O.S. D.E.;20240109-405138,11;20240109-405138,11;martes, 9 de enero de 2024;405138,113;0;661025,088
22 O.S. D.E.;20240109-2871,72;20240109-2871,72;martes, 9 de enero de 2024;2871,721;0;663896,809
22 O.S. D.E.;20240109-155566,1;20240109-155566,1;martes, 9 de enero de 2024;155566,1;0;819462,909
22 O.S. D.E.;20240108-5593565,33;20240108-5593565,33;lunes, 8 de enero de 2024;5593565,325;0;447905,262
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240108-245254,27;20240108-245254,27;lunes, 8 de enero de 2024;245254,274;0;-116101,194
439 HEREDIA EDMUNDO RAMON;20240105-22376,16;20240105-22376,16;viernes, 5 de enero de 2024;22376,158;0;411627,288
171 LAB. G.P. S.R.L.;20240105-4626,16;20240105-4626,16;viernes, 5 de enero de 2024;4626,158;0;389251,13
489 CUIDADOS INTEGRALES SANITARIOS S.R.L;20240105-90368,7;20240105-90368,7;viernes, 5 de enero de 2024;90368,695;0;507440,808
39 O.S. S.E.G - OBRA SOCIAL DE SEGUROS;20240104-564,24;20240104-564,24;jueves, 4 de enero de 2024;564,24;0;20232,686
52 GALENO ARG. S.A.;20240104-76371,09;20240104-76371,09;jueves, 4 de enero de 2024;76371,093;0;955517,196
48 HOSPITAL ALEMAN;20240104-1989,34;20240104-1989,34;jueves, 4 de enero de 2024;1989,34;0;90608,123
10 SUPERINT.DE BIENESTAR. POL.FEDERAL ARGEN;20240104-67169,48;20240104-67169,48;jueves, 4 de enero de 2024;67169,48;0;470011,935
156 D.A.S.U.TE.N.;20240104-10590;20240104-10590;jueves, 4 de enero de 2024;10590;0;76214,663
47 MEDICUS S.A.;20240104-7358,81;20240104-7358,81;jueves, 4 de enero de 2024;7358,808;0;97966,931
73 O.S. D.O.P.  (MAESTROS PRIVADOS);20240104-55847,79;20240104-55847,79;jueves, 4 de enero de 2024;55847,795;0;394314,478
139 O.S. D.E.P.Y M.;20240104-2632,95;20240104-2632,95;jueves, 4 de enero de 2024;2632,95;0;78847,613
23 AVALIAN SALUD Y BIENESTAR COOPERATIVA LT;20240104-8527,98;20240104-8527,98;jueves, 4 de enero de 2024;8527,977;0;402842,455
8 O.S. PE. CON.  (CONSTRUCCION);20240104-28449,92;20240104-28449,92;jueves, 4 de enero de 2024;28449,918;0;300991,028
25 O.S DEL PODER JUDICIAL (0375);20240104-85843,76;20240104-85843,76;jueves, 4 de enero de 2024;85843,764;0;272541,11
31 O.S. F.A.T.L.Y.F. (LUZ  Y FUERZA);20240104-7751,5;20240104-7751,5;jueves, 4 de enero de 2024;7751,5;0;477763,435
1 O.S. P.SANIDAD ARGENTINA;20240104-11560,87;20240104-11560,87;jueves, 4 de enero de 2024;11560,87;0;489324,305
43 MEDIFE ASOCIACION CIVIL;20240104-64151,25;20240104-64151,25;jueves, 4 de enero de 2024;64151,25;0;19668,446
7 O.S. SERVICIOS SOCIALES BANCARIOS;20240104-37475,65;20240104-37475,65;jueves, 4 de enero de 2024;37475,655;0;338466,683
172 PREVENCIÓN SALUD S.A.;20240104-88730,42;20240104-88730,42;jueves, 4 de enero de 2024;88730,415;0;186697,346
45 O.S. P.F. (PERSONAL DE FARMACIA);20240104-9771,17;20240104-9771,17;jueves, 4 de enero de 2024;9771,17;0;88618,783
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-6433,51;20240104-6433,51;jueves, 4 de enero de 2024;6433,509;0;26666,195
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-2859,34;20240104-2859,34;jueves, 4 de enero de 2024;2859,336;0;29525,531
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-3653,6;20240104-3653,6;jueves, 4 de enero de 2024;3653,599;0;33179,13
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-6910,06;20240104-6910,06;jueves, 4 de enero de 2024;6910,065;0;40089,195
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-4328,72;20240104-4328,72;jueves, 4 de enero de 2024;4328,72;0;44417,915
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-5956,95;20240104-5956,95;jueves, 4 de enero de 2024;5956,95;0;50374,865
103 CLINICA DEL VALLE SALUD S.R.L.;20240104-15249,8;20240104-15249,8;jueves, 4 de enero de 2024;15249,798;0;65624,663
153 O.S. PERSONAL INDUSTRIA DE LA MADERA;20240103-20156,7;20240103-20156,7;miércoles, 3 de enero de 2024;20156,695;0;398390,951
153 O.S. PERSONAL INDUSTRIA DE LA MADERA;20240103-10327,01;20240103-10327,01;miércoles, 3 de enero de 2024;10327,015;0;408717,966
18 O.S. P.T.V (PERSONAL DE TELEVISIÓN);20240103-4901,82;20240103-4901,82;miércoles, 3 de enero de 2024;4901,825;0;564189,579
144 ASOCIACION MUTUAL SANCOR116190;20240103-10643,8;20240103-10643,8;miércoles, 3 de enero de 2024;10643,796;0;126552,873
144 ASOCIACION MUTUAL SANCOR116190;20240103-5184,43;20240103-5184,43;miércoles, 3 de enero de 2024;5184,432;0;131737,305
144 ASOCIACION MUTUAL SANCOR116190;20240103-579176,68;20240103-579176,68;miércoles, 3 de enero de 2024;579176,676;0;710913,981
13 O.S. M.A.T.A.;20240103-57524,32;20240103-57524,32;miércoles, 3 de enero de 2024;57524,319;0;466242,285
57 SWISS MEDICAL S.A.;20240103-3051,44;20240103-3051,44;miércoles, 3 de enero de 2024;3051,44;0;-520877,539
57 SWISS MEDICAL S.A.;20240103-363213,38;20240103-363213,38;miércoles, 3 de enero de 2024;363213,384;0;115909,077
57 SWISS MEDICAL S.A.;20240103-363213,38;20240103-363213,38;miércoles, 3 de enero de 2024;363213,384;0;115909,077
151 O.S. C.T.C.P. - (UTA);20240103-12111,57;20240103-12111,57;miércoles, 3 de enero de 2024;12111,57;0;543768,035
154 OSTPCPH Y ARA (PASTELEROS);20240103-20498,49;20240103-20498,49;miércoles, 3 de enero de 2024;20498,486;0;584688,065
122 JERARQUICOS SALUD (3265);20240103-15519,72;20240103-15519,72;miércoles, 3 de enero de 2024;15519,719;0;559287,754
133 O.S. P.E.D.Y C.;20240103-65414,18;20240103-65414,18;miércoles, 3 de enero de 2024;65414,18;0;531656,465
3 I.O.S.F.A.;20240103-3772,74;20240103-3772,74;miércoles, 3 de enero de 2024;3772,738;0;861358,256
3 I.O.S.F.A.;20240103-75781,5;20240103-75781,5;miércoles, 3 de enero de 2024;75781,5;0;937139,756
3 I.O.S.F.A.;20240103-441094,5;20240103-441094,5;miércoles, 3 de enero de 2024;441094,5;0;378234,256
74 O.S. E.F.;20240103-3294458,04;20240103-3294458,04;miércoles, 3 de enero de 2024;3294458,038;0;770529,059
74 O.S. E.F.;20240103-3294458,04;20240103-3294458,04;miércoles, 3 de enero de 2024;3294458,038;0;879146,103
74 O.S. E.F.;20240103-3294458,04;20240103-3294458,04;miércoles, 3 de enero de 2024;3294458,038;0;770529,059
74 O.S. E.F.;20240103-3294458,04;20240103-3294458,04;miércoles, 3 de enero de 2024;3294458,038;0;879146,103
49 PAMI - I.N.S.S.J.P.-USH;20240102-249022,09;20240102-249022,09;martes, 2 de enero de 2024;249022,088;0;376339,371
49 PAMI - I.N.S.S.J.P.-USH;20240102-8442893,28;20240102-8442893,28;martes, 2 de enero de 2024;8442893,281;0;819232,652
49 PAMI - I.N.S.S.J.P.-USH;20240102-714,4;20240102-714,4;martes, 2 de enero de 2024;714,402;0;819947,054
49 PAMI - I.N.S.S.J.P.-USH;20240102-1651756,32;20240102-1651756,32;martes, 2 de enero de 2024;1651756,318;0;471703,372
49 PAMI - I.N.S.S.J.P.-USH;20240102-3947,41;20240102-3947,41;martes, 2 de enero de 2024;3947,412;0;475650,784
49 PAMI - I.N.S.S.J.P.-USH;20240102-420,24;20240102-420,24;martes, 2 de enero de 2024;420,237;0;476071,021
74 O.S. E.F.;20240102-20579467,1;20240102-20579467,1;martes, 2 de enero de 2024;20579467,1;0;223967,103
74 O.S. E.F.;20240102-1880887,88;20240102-1880887,88;martes, 2 de enero de 2024;1880887,882;0;104854,985
113 SWISS MEDICAL ART S.A.;20240102-4755,75;20240102-4755,75;martes, 2 de enero de 2024;4755,752;0;109610,737
74 O.S. E.F.;20240102-3294458,04;;martes, 2 de enero de 2024;3294458,038;0;127317,283
74 O.S. E.F.;20240111-8638069,94;;jueves, 11 de enero de 2024;8638069,944;0;820006,436
157 COBERTURA MÉDICO DEPORTIV A S.R.L.;20240111-26100;;jueves, 11 de enero de 2024;26100;0;290942,276
13 O.S. M.A.T.A.;20240124-11588,81;;miércoles, 24 de enero de 2024;11588,806;0;678867,362
49 PAMI - I.N.S.S.J.P.-USH;20240214-1154926,63;;miércoles, 14 de febrero de 2024;1154926,628;0;757271,763
22 O.S. D.E.;20240214-2901783,56;;miércoles, 14 de febrero de 2024;2901783,556;0;659055,329
74 O.S. E.F.;20240219-5558170,99;;lunes, 19 de febrero de 2024;5558170,986;0;373474,105
13 O.S. M.A.T.A.;20240228-235451,87;;miércoles, 28 de febrero de 2024;235451,874;0;56825,665
49 PAMI - I.N.S.S.J.P.-USH;20240229-1185372,75;;jueves, 29 de febrero de 2024;1185372,749;0;394791,269
74 O.S. E.F.;20240304-3793807,04;;lunes, 4 de marzo de 2024;3793807,04;0;450238,443
74 O.S. E.F.;20240320-5403312,68;;miércoles, 20 de marzo de 2024;5403312,681;0;276910,411
200 PARTICULARES;20240103-0;;miércoles, 3 de enero de 2024;0;13562,64;476071,021
74 O.S. E.F.;20240103-0;;miércoles, 3 de enero de 2024;0;3294458,038;-523928,979
57 SWISS MEDICAL S.A.;20240103-0;;miércoles, 3 de enero de 2024;0;363213,384;-884090,923
57 SWISS MEDICAL S.A.;20240103-0;;miércoles, 3 de enero de 2024;0;363213,384;-247304,307
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240103-0;;miércoles, 3 de enero de 2024;0;132454,879;578459,102
74 O.S. E.F.;20240104-0;;jueves, 4 de enero de 2024;0;91725,605;-14654,349
124 ASOCIACION ARGENTINA DE VOLANTES;20240105-0;;viernes, 5 de enero de 2024;0;33930;301415,651
89 PROVINCIA ART;20240105-0;;viernes, 5 de enero de 2024;0;190341,378;417072,113
73 O.S. D.O.P.  (MAESTROS PRIVADOS);20240105-0;;viernes, 5 de enero de 2024;0;11699,6;495741,208
73 O.S. D.O.P.  (MAESTROS PRIVADOS);20240105-0;;viernes, 5 de enero de 2024;0;1749,4;493991,808
144 ASOCIACION MUTUAL SANCOR116190;20240105-0;;viernes, 5 de enero de 2024;0;3700;340271,635
144 ASOCIACION MUTUAL SANCOR116190;20240105-0;;viernes, 5 de enero de 2024;0;15940,402;324331,233
57 SWISS MEDICAL S.A.;20240108-0;;lunes, 8 de enero de 2024;0;21732,909;302598,324
103 CLINICA DEL VALLE SALUD S.R.L.;20240108-0;;lunes, 8 de enero de 2024;0;132,375;302465,949
103 CLINICA DEL VALLE SALUD S.R.L.;20240108-0;;lunes, 8 de enero de 2024;0;383,457;302082,492
103 CLINICA DEL VALLE SALUD S.R.L.;20240108-0;;lunes, 8 de enero de 2024;0;2741,891;299340,601
103 CLINICA DEL VALLE SALUD S.R.L.;20240108-0;;lunes, 8 de enero de 2024;0;17284,031;282056,57
41 UNO SALUD S.A.;20240108-0;;lunes, 8 de enero de 2024;0;10621,68;271434,89
133 O.S. P.E.D.Y C.;20240108-0;;lunes, 8 de enero de 2024;0;26084,827;245350,063
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;26133,27;288697,645
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;35383;253314,645
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;78155,4;175159,245
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;69882;105277,245
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;20082,174;85195,071
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;4240,34;80954,731
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;921,2;80033,531
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;4070,4;75963,131
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;7776,32;68186,811
15 MEDLINK SA;20240108-0;;lunes, 8 de enero de 2024;0;1272;66914,811
25 O.S DEL PODER JUDICIAL (0375);20240108-0;;lunes, 8 de enero de 2024;0;51870,198;15044,613
25 O.S DEL PODER JUDICIAL (0375);20240108-0;;lunes, 8 de enero de 2024;0;3855;11189,613
23 AVALIAN SALUD Y BIENESTAR COOPERATIVA LT;20240108-0;;lunes, 8 de enero de 2024;0;158,66;11030,953
23 AVALIAN SALUD Y BIENESTAR COOPERATIVA LT;20240108-0;;lunes, 8 de enero de 2024;0;60189,142;-49158,189
47 MEDICUS S.A.;20240108-0;;lunes, 8 de enero de 2024;0;159,57;-49317,759
113 SWISS MEDICAL ART S.A.;20240108-0;;lunes, 8 de enero de 2024;0;66783,435;-116101,194
164 FEDERACIÓN PATRONAL SEGUROS S.A. ART;20240108-0;;lunes, 8 de enero de 2024;0;245254,274;-361355,468
122 JERARQUICOS SALUD (3265);20240108-0;;lunes, 8 de enero de 2024;0;27014,333;-143115,527
22 O.S. D.E.;20240108-0;;lunes, 8 de enero de 2024;0;2544,536;-145660,063
22 O.S. D.E.;20240108-0;;lunes, 8 de enero de 2024;0;35691,715;412213,547
22 O.S. D.E.;20240108-0;;lunes, 8 de enero de 2024;0;56705,753;355507,794
22 O.S. D.E.;20240108-0;;lunes, 8 de enero de 2024;0;257236,841;98270,953
22 O.S. D.E.;20240108-0;;lunes, 8 de enero de 2024;0;3982,577;94288,376
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;7977,756;297063,902
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;39131,558;257932,344
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;670,982;257261,362
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;1510,237;255751,125
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;866,982;254884,143
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;1924,705;252959,438
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;145821,982;107137,456
46 GOBIERNO DE LA PROVINCIA DE T. DEL FUEGO;20240108-0;;lunes, 8 de enero de 2024;0;10408,137;96729,319
114 O.S. PE - OBRA SOCIAL PETROLEROS;20240108-0;;lunes, 8 de enero de 2024;0;1235;95494,319
200 PARTICULARES;20240109-0;;martes, 9 de enero de 2024;0;1852,5;69942,922
199 PAX & CREW S.R.L.;20240109-0;;martes, 9 de enero de 2024;0;31253,949;69942,922
15 MEDLINK SA;20240110-0;;miércoles, 10 de enero de 2024;0;5559,84;108063,896
15 MEDLINK SA;20240110-0;;miércoles, 10 de enero de 2024;0;3083,2;104980,696
144 ASOCIACION MUTUAL SANCOR116190;20240110-0;;miércoles, 10 de enero de 2024;0;173364,887;-68384,191
199 PAX & CREW S.R.L.;20240110-0;;miércoles, 10 de enero de 2024;0;776,677;556387,812
200 PARTICULARES;20240112-0;;viernes, 12 de enero de 2024;0;672,814;875048,986
13 O.S. M.A.T.A.;20240112-0;;viernes, 12 de enero de 2024;0;760;944980,121
13 O.S. M.A.T.A.;20240112-0;;viernes, 12 de enero de 2024;0;11759,027;933221,094
13 O.S. M.A.T.A.;20240112-0;;viernes, 12 de enero de 2024;0;1127,5;932093,594
103 CLINICA DEL VALLE SALUD S.R.L.;20240112-0;;viernes, 12 de enero de 2024;0;83,163;932010,431
103 CLINICA DEL VALLE SALUD S.R.L.;20240112-0;;viernes, 12 de enero de 2024;0;476,568;931533,863
61 EXPERTA  A.R.T. S.A.;20240112-0;;viernes, 12 de enero de 2024;0;3770;927763,863
199 PAX & CREW S.R.L.;20240112-0;;viernes, 12 de enero de 2024;0;4401,183;923362,68
74 O.S. E.F.;20240112-0;;viernes, 12 de enero de 2024;0;2745,86;920616,82
113 SWISS MEDICAL ART S.A.;20240112-0;;viernes, 12 de enero de 2024;0;47,372;920569,448
74 O.S. E.F.;20240112-0;;viernes, 12 de enero de 2024;0;19209,288;73558,382
74 O.S. E.F.;20240112-0;;viernes, 12 de enero de 2024;0;44588,771;28969,611
514 BAHIA SALUD S.R.L.;20240116-0;;martes, 16 de enero de 2024;0;6538,366;562767,232
149 O.S. D.I.P.P.(DIRECCION DE PETROLEO PRIV;20240117-0;;miércoles, 17 de enero de 2024;0;1749,769;657786,511
25 O.S DEL PODER JUDICIAL (0375);20240117-0;;miércoles, 17 de enero de 2024;0;7304,799;664262,1
199 PAX & CREW S.R.L.;20240117-0;;miércoles, 17 de enero de 2024;0;26568,506;637693,594
199 PAX & CREW S.R.L.;20240117-0;;miércoles, 17 de enero de 2024;0;10986,976;626706,618
199 PAX & CREW S.R.L.;20240117-0;;miércoles, 17 de enero de 2024;0;2588,931;929321,293
6 H.R.U - HOSPITAL REGIONAL USHUAIA;20240118-0;;jueves, 18 de enero de 2024;0;27156,366;862189,629
